id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration(sec)
id3261475,2,1/25/2016 21:45,1/25/2016 21:49,2,-73.98501587,40.76903152,-73.978302,40.76647568,N,275
id0606867,1,6/9/2016 9:11,6/9/2016 9:48,1,-73.95565033,40.78500366,-73.99184418,40.73115158,N,2197
id0979296,1,1/21/2016 18:44,1/21/2016 18:52,1,-74.00502777,40.73739624,-73.98989868,40.74261475,N,464
id0698724,2,6/10/2016 19:24,6/10/2016 19:40,2,-73.9769516,40.78805161,-73.99820709,40.76105118,N,967
id3064097,2,6/15/2016 13:33,6/15/2016 13:39,1,-73.98577118,40.74100876,-73.97551727,40.75513077,N,379
id1520977,1,1/20/2016 13:45,1/20/2016 14:13,1,-73.97769165,40.75707626,-74.01029968,40.71147537,N,1681
id0088551,2,6/7/2016 19:19,6/7/2016 19:23,6,-73.96147919,40.77132034,-73.95637512,40.78420258,N,227
id2979542,2,1/8/2016 12:03,1/8/2016 12:20,2,-73.97776031,40.77878189,-73.97476959,40.7617569,N,1020
id1340269,2,1/21/2016 1:48,1/21/2016 1:52,2,-73.95437622,40.77788162,-73.93650055,40.7997818,N,249
id1218518,1,6/28/2016 8:44,6/28/2016 8:51,2,-73.96253204,40.76724625,-73.94736481,40.77985764,N,435
id1538591,1,6/3/2016 19:53,6/3/2016 20:11,2,-73.99221039,40.75381088,-73.94984436,40.78445053,N,1072
id3397343,1,1/6/2016 7:20,1/6/2016 7:24,1,-73.95589447,40.77973557,-73.95271301,40.79166031,N,256
id1458877,2,1/27/2016 10:23,1/27/2016 10:31,2,-73.95853424,40.76483154,-73.98114777,40.77427292,N,491
id0671859,1,1/30/2016 18:34,1/30/2016 18:38,1,-73.98963165,40.75704575,-73.9879303,40.76488876,N,212
id1987064,1,6/17/2016 9:19,6/17/2016 9:44,1,-73.98661041,40.72937393,-73.99062347,40.75017166,N,1480
id1089627,1,6/16/2016 9:26,6/16/2016 9:49,1,-73.98999786,40.77213669,-73.97368622,40.75375366,N,1348
id3897837,2,1/14/2016 8:05,1/14/2016 8:10,1,-73.93923187,40.81653976,-73.94892883,40.81338882,N,294
id3976079,1,1/22/2016 13:04,1/22/2016 13:23,1,-73.96622467,40.7677002,-73.9865036,40.73718643,N,1141
id1233566,2,6/15/2016 21:41,6/15/2016 21:47,1,-73.98150635,40.74401855,-73.99604034,40.7379303,N,356
id3009400,2,1/22/2016 20:55,1/22/2016 21:11,1,-73.97839355,40.78271866,-73.98010254,40.74581909,N,979
id2786818,2,6/20/2016 10:21,6/20/2016 10:27,1,-73.98864746,40.77843094,-73.97653961,40.78662109,N,384
id2691110,1,6/8/2016 0:47,6/8/2016 0:52,1,-73.98226929,40.76234818,-73.97789764,40.75381088,N,275
id1080914,2,6/7/2016 19:34,6/7/2016 19:49,1,-74.01258087,40.70254135,-73.99884796,40.73064041,N,909
id1963410,1,6/30/2016 21:43,6/30/2016 21:50,2,-73.98954773,40.74435043,-73.98532104,40.731884,N,404
id2850623,2,6/22/2016 17:26,6/22/2016 17:29,1,-73.98051453,40.75434113,-73.98802948,40.74899292,N,212
id3316669,2,6/17/2016 13:41,6/17/2016 13:55,1,-74.00353241,40.74845123,-73.9919281,40.76554871,N,856
id1696336,2,1/19/2016 11:26,1/19/2016 11:45,1,-73.97914124,40.76214981,-73.99517059,40.74976349,N,1140
id3795475,2,6/22/2016 19:21,6/22/2016 19:33,1,-73.97471619,40.74654007,-73.92527008,40.7387886,N,717
id1792693,1,1/31/2016 10:41,1/31/2016 10:58,1,-74.00553131,40.70642471,-73.97618103,40.76054382,N,989
id1998898,1,1/30/2016 3:35,1/30/2016 3:48,1,-74.0007019,40.73163605,-73.96031952,40.76192474,N,763
id1062146,1,6/25/2016 1:47,6/25/2016 1:59,1,-73.9853363,40.7595253,-74.00274658,40.74975586,N,719
id2824426,1,1/13/2016 17:24,1/13/2016 17:32,1,-74.00126648,40.72777939,-74.00858307,40.72048187,N,423
id0578918,2,1/31/2016 8:11,1/31/2016 8:15,2,-73.99227142,40.73072433,-73.99858856,40.72186661,N,255
id2056544,2,6/15/2016 7:07,6/15/2016 7:33,6,-73.99221039,40.6947937,-73.99236298,40.74927521,N,1565
id3022285,2,1/4/2016 7:28,1/4/2016 7:35,2,-73.99138641,40.74985886,-73.98265076,40.73974991,N,412
id3287225,2,6/19/2016 18:38,6/19/2016 18:43,1,-73.99299622,40.75297165,-74.00507355,40.75625992,N,313
id3006489,1,1/17/2016 22:39,1/17/2016 22:58,1,-73.96575928,40.75435638,-73.85647583,40.73748779,N,1134
id3274160,2,6/10/2016 6:04,6/10/2016 6:16,2,-73.99611664,40.7382164,-73.95636749,40.76454544,N,729
id2574806,2,1/19/2016 19:46,1/19/2016 20:23,2,-73.87453461,40.77410126,-74.00404358,40.74808121,N,2244
id3209718,1,6/16/2016 19:16,6/16/2016 19:22,1,-74.00309753,40.74913025,-73.99562073,40.75989914,N,347
id2389704,1,6/14/2016 22:41,6/14/2016 22:47,1,-73.97129822,40.75643158,-73.96363068,40.77175903,N,393
id1862623,2,1/22/2016 6:17,1/22/2016 6:23,6,-73.99205017,40.75134277,-73.9757843,40.75141144,N,391
id3136294,2,6/28/2016 20:30,6/28/2016 20:36,3,-73.96154022,40.77693939,-73.94779205,40.78113174,N,339
id2244620,1,1/22/2016 20:55,1/22/2016 21:01,1,-73.9707489,40.75838852,-73.96057892,40.77141953,N,359
id1878188,2,1/13/2016 18:02,1/13/2016 18:09,1,-73.97496033,40.74169159,-73.98829651,40.73466873,N,465
id2465018,1,6/22/2016 15:33,6/22/2016 15:58,1,-74.00600433,40.70664597,-73.97715759,40.75227737,N,1517
id0438695,2,1/12/2016 8:31,1/12/2016 8:37,1,-73.98197174,40.76538849,-73.97186279,40.76031876,N,346
id3898359,1,6/12/2016 10:16,6/12/2016 10:24,1,-73.99254608,40.74929428,-73.98199463,40.76644516,N,454
id2682431,1,6/10/2016 10:17,6/10/2016 10:24,1,-73.97103882,40.76144791,-73.98051453,40.77006531,N,382
id3546111,1,1/7/2016 0:08,1/7/2016 0:21,1,-73.97929382,40.75281525,-73.98065948,40.78825378,N,770
id3867200,2,6/12/2016 0:49,6/12/2016 1:12,2,-74.00536346,40.74108505,-73.95331573,40.77675629,N,1413
id2561929,1,6/24/2016 11:07,6/24/2016 11:12,1,-73.98757172,40.77550125,-73.97878265,40.77213669,N,243
id2989108,2,6/6/2016 20:19,6/6/2016 20:24,1,-73.97550201,40.75033951,-73.98175812,40.73667145,N,279
id1831274,2,6/5/2016 2:16,6/5/2016 2:40,4,-73.7824707,40.64479828,-73.91758728,40.6571312,N,1416
id2083859,1,1/13/2016 17:08,1/13/2016 17:13,1,-74.0002594,40.7429657,-73.98986053,40.73937988,N,336
id0771212,1,6/4/2016 1:32,6/4/2016 1:39,1,-73.99330139,40.72791672,-73.98144531,40.74534988,N,407
id1033478,2,6/16/2016 2:25,6/16/2016 2:27,6,-74.00748444,40.74297333,-74.00267029,40.74969101,N,97
id2380825,2,6/8/2016 21:39,6/8/2016 22:05,1,-73.98294067,40.74468994,-73.93041229,40.7700119,N,1572
id2259046,1,6/17/2016 11:13,6/17/2016 11:26,1,-73.97125244,40.74811554,-73.9887619,40.73398972,N,794
id2757789,2,6/29/2016 22:51,6/29/2016 23:00,1,-74.00489044,40.73746109,-74.00084686,40.72706985,N,525
id3605434,2,1/22/2016 16:24,1/22/2016 16:32,1,-73.96444702,40.77298737,-73.97966003,40.78384781,N,509
id3751319,1,6/24/2016 18:14,6/24/2016 19:31,1,-73.93287659,40.79552078,-73.88433075,40.85049438,N,4606
id2742295,1,1/30/2016 4:23,1/30/2016 4:37,3,-74.00272369,40.7498703,-74.00762177,40.70563126,N,833
id1579024,2,6/6/2016 23:12,6/6/2016 23:16,2,-73.99369812,40.73526001,-74.00196075,40.73299026,N,240
id0278215,2,6/21/2016 16:05,6/21/2016 16:19,1,-73.97481537,40.75487137,-74.00234222,40.73859406,N,834
id1710374,1,1/26/2016 22:49,1/26/2016 23:03,2,-73.97840881,40.75220108,-73.9572525,40.77005768,N,851
id1981384,2,6/21/2016 12:02,6/21/2016 12:28,5,-73.98675537,40.73417282,-73.87260437,40.77444077,N,1616
id2994895,1,6/21/2016 10:30,6/21/2016 10:57,3,-74.00285339,40.76041794,-74.00975037,40.70627213,N,1615
id2363238,1,6/16/2016 17:10,6/16/2016 17:17,1,-74.00068665,40.72584152,-74.00790405,40.73188782,N,432
id0967078,2,1/16/2016 18:47,1/16/2016 18:51,1,-73.97974396,40.78640366,-73.97609711,40.78132248,N,211
id2786163,2,1/18/2016 13:43,1/18/2016 13:50,6,-74.00818634,40.71462631,-74.00134277,40.73381042,N,425
id0149814,1,6/30/2016 21:38,6/30/2016 21:45,1,-73.99652863,40.74790955,-73.99381256,40.76276779,N,438
id2155143,1,6/29/2016 22:14,6/29/2016 22:32,2,-73.9798584,40.76478577,-73.98700714,40.73363876,N,1124
id2898329,2,1/13/2016 9:18,1/13/2016 9:25,2,-74.01284027,40.71692276,-74.00650787,40.75132751,N,430
id3701328,2,6/6/2016 22:39,6/6/2016 22:48,1,-73.98635101,40.74290085,-73.99076843,40.75590897,N,566
id0662593,1,6/21/2016 12:58,6/21/2016 13:37,1,-73.99140167,40.7500267,-73.94875336,40.6541481,N,2286
id1362300,2,1/28/2016 11:38,1/28/2016 11:54,1,-73.99164581,40.74465942,-73.98165131,40.76485062,N,963
id0164656,2,6/29/2016 13:23,6/29/2016 13:42,3,-73.99272919,40.75831985,-73.97660065,40.74834824,N,1154
id3245074,2,1/8/2016 9:47,1/8/2016 9:56,1,-74.00384521,40.72579193,-73.98769379,40.72254562,N,525
id0032289,1,1/7/2016 19:17,1/7/2016 19:28,1,-74.00177765,40.74657822,-74.00471497,40.7295723,N,651
id3579592,2,6/2/2016 13:04,6/2/2016 13:50,5,-73.86637878,40.77002335,-73.98960876,40.75743103,N,2743
id1752907,1,6/11/2016 19:31,6/11/2016 20:12,1,-73.99484253,40.75012589,-73.91921234,40.76805115,N,2435
id1719194,2,6/22/2016 23:11,6/22/2016 23:34,2,-73.78926849,40.64691925,-73.95709991,40.74565125,N,1404
id3898508,1,1/30/2016 3:01,1/30/2016 3:06,1,-73.99741364,40.72297287,-73.98693085,40.72983551,N,306
id1233791,1,1/17/2016 13:58,1/17/2016 14:44,1,-73.86339569,40.76969528,-73.98427582,40.75816727,N,2752
id0069847,1,6/23/2016 10:41,6/23/2016 10:55,2,-73.96801758,40.80267334,-73.96198273,40.77993774,N,852
id1322244,2,1/9/2016 8:20,1/9/2016 8:24,1,-73.95545959,40.77960968,-73.95284271,40.79187012,N,238
id3168276,1,6/7/2016 0:07,6/7/2016 0:14,1,-73.98607635,40.72787857,-73.97103119,40.74819183,N,426
id0521266,2,6/1/2016 8:55,6/1/2016 9:01,5,-73.98471832,40.74866104,-73.98016357,40.74343109,N,370
id1984014,2,1/16/2016 15:20,1/16/2016 15:35,5,-73.9851532,40.73605728,-73.95863342,40.76408768,N,898
id0610168,1,1/31/2016 13:23,1/31/2016 13:27,1,-73.9759903,40.7659111,-73.96842957,40.76768112,N,252
id0383397,2,6/17/2016 13:44,6/17/2016 13:54,1,-73.98670959,40.75622177,-73.97940063,40.76591873,N,639
id3141996,2,1/12/2016 16:36,1/12/2016 16:43,1,-73.98821259,40.74350739,-73.97767639,40.75146866,N,430
id2765056,1,6/25/2016 13:47,6/25/2016 14:16,1,-74.01593781,40.71152878,-73.98260498,40.76673126,N,1727
id1034458,2,6/9/2016 6:30,6/9/2016 6:31,6,-73.98159027,40.74082184,-73.97660065,40.74791718,N,69
id0217373,2,1/19/2016 20:47,1/19/2016 20:59,1,-73.97402191,40.7530098,-73.9910965,40.76525879,N,720
id0135006,1,6/24/2016 22:38,6/24/2016 22:39,1,-73.9830246,40.71734619,-73.9786377,40.71996307,N,109
id0330309,2,1/12/2016 20:09,1/12/2016 20:23,1,-74.01463318,40.7141037,-73.98435974,40.73848343,N,834
id3805978,2,1/8/2016 13:01,1/8/2016 13:16,1,-73.96147919,40.76480865,-74.00673676,40.70550156,N,870
id1191795,1,6/29/2016 22:51,6/29/2016 23:10,1,-74.00817871,40.74751663,-73.98830414,40.7280426,N,1091
id0809782,1,1/15/2016 12:53,1/15/2016 12:59,1,-73.95793152,40.76506805,-73.96809387,40.76570129,N,354
id1937776,1,6/3/2016 19:36,6/3/2016 19:41,1,-74.00419617,40.74764252,-73.99951935,40.76165771,N,314
id2756373,2,1/10/2016 20:11,1/10/2016 20:23,2,-74.00624847,40.73435974,-74.00830841,40.70750046,N,711
id2070005,1,6/29/2016 20:51,6/29/2016 21:03,1,-73.98213196,40.76316833,-73.98684692,40.74794769,N,728
id3203112,2,1/11/2016 20:25,1/11/2016 20:37,1,-73.97297668,40.75920105,-73.99188232,40.74436188,N,710
id0025890,1,6/7/2016 17:56,6/7/2016 18:08,1,-73.97785187,40.76354599,-73.9571991,40.78333282,N,692
id1920360,2,1/30/2016 23:03,1/30/2016 23:10,1,-73.96266174,40.77412415,-73.97309875,40.75565338,N,437
id0730829,2,1/21/2016 14:47,1/21/2016 14:57,2,-73.97686005,40.75619888,-73.99131012,40.75037384,N,594
id3843707,2,1/25/2016 19:07,1/25/2016 19:07,1,-73.99094391,40.73956299,-73.99029541,40.73939133,N,29
id3861452,2,6/26/2016 17:44,6/26/2016 18:06,2,-73.8633728,40.7699585,-73.8633728,40.7699585,N,1325
id3906207,2,6/9/2016 16:48,6/9/2016 17:33,1,-74.01276398,40.70291519,-73.97123718,40.75679016,N,2654
id0183568,1,6/1/2016 19:34,6/1/2016 19:36,1,-73.97411346,40.74715424,-73.97851563,40.74131775,N,127
id0622434,2,1/14/2016 7:42,1/14/2016 7:48,6,-73.9617157,40.76786041,-73.97263336,40.75975037,N,366
id0025422,2,6/18/2016 13:22,6/18/2016 13:32,4,-73.97016907,40.76145172,-73.98452759,40.73971176,N,582
id2556377,2,6/9/2016 15:35,6/9/2016 15:42,1,-73.97509766,40.75548172,-73.96472931,40.76969147,N,431
id0880084,2,6/30/2016 18:28,6/30/2016 19:00,2,-73.97896576,40.78536606,-73.98173523,40.78349304,N,1869
id0966204,1,6/26/2016 9:25,6/26/2016 9:30,1,-73.99734497,40.7416153,-74.00147247,40.75653458,N,301
id1911033,2,6/5/2016 18:07,6/5/2016 18:32,1,-73.95399475,40.7661972,-73.91310883,40.8482399,N,1481
id1323278,1,6/22/2016 23:38,6/22/2016 23:47,1,-74.00395203,40.73823166,-73.98782349,40.75963211,N,554
id0766287,2,1/21/2016 19:05,1/21/2016 19:31,2,-73.96370697,40.76837158,-73.99642181,40.72206116,N,1550
id0909642,2,1/22/2016 20:24,1/22/2016 20:48,1,-74.00093079,40.73184967,-73.95201874,40.78194046,N,1407
id1982154,2,6/4/2016 13:17,6/4/2016 13:42,4,-73.96707153,40.80369186,-73.98892212,40.75686264,N,1502
id1387613,2,6/12/2016 4:56,6/12/2016 4:59,1,-73.97802734,40.74554062,-73.9801712,40.74246979,N,137
id3138713,2,1/15/2016 20:31,1/15/2016 20:32,2,-73.97842407,40.7454834,-73.97717285,40.74712753,N,94
id2875551,2,6/29/2016 19:00,6/29/2016 19:22,5,-73.97245789,40.75641632,-74.00645447,40.73580551,N,1335
id0184757,2,6/19/2016 17:33,6/19/2016 17:38,1,-73.98210907,40.77857971,-73.97399139,40.76387024,N,322
id2356641,2,1/16/2016 22:39,1/16/2016 23:00,2,-73.99201965,40.7582016,-73.97148132,40.7507515,N,1264
id2849163,2,6/24/2016 11:38,6/24/2016 11:58,2,-73.98583984,40.73109818,-74.0031662,40.7493782,N,1220
id3767622,1,6/16/2016 6:41,6/16/2016 6:54,1,-73.96401978,40.76528168,-73.985466,40.75288391,N,782
id3111750,1,6/1/2016 22:59,6/1/2016 23:11,2,-73.97672272,40.74965286,-73.98737335,40.7420845,N,731
id0490611,2,6/15/2016 7:25,6/15/2016 7:51,1,-74.01683807,40.70811844,-73.98190308,40.75806046,N,1576
id0821712,1,1/29/2016 8:09,1/29/2016 8:16,1,-73.98449707,40.74568558,-73.98886871,40.73657608,N,455
id0593078,2,1/4/2016 18:05,1/4/2016 18:11,1,-73.98667908,40.76149368,-73.99783325,40.75124359,N,325
id3844808,2,1/18/2016 20:54,1/18/2016 21:01,1,-73.98306274,40.76221466,-73.97182465,40.75659561,N,407
id3900035,2,1/28/2016 12:12,1/28/2016 12:26,1,-73.97496796,40.75538254,-73.96469116,40.77232742,N,849
id1482730,1,6/17/2016 7:23,6/17/2016 7:33,1,-73.99034119,40.75616455,-73.99185944,40.73822021,N,573
id0670791,2,1/13/2016 16:58,1/13/2016 17:14,1,-73.96443176,40.8074913,-73.94000244,40.8463707,N,942
id0686937,1,6/8/2016 22:23,6/8/2016 22:40,1,-74.00881195,40.7137413,-74.00275421,40.76063919,N,1043
id2454385,2,6/26/2016 9:23,6/26/2016 9:28,2,-73.99910736,40.76131821,-73.98567963,40.76380157,N,319
id1160773,2,6/8/2016 11:41,6/8/2016 11:49,1,-73.98639679,40.75242996,-73.97466278,40.75904083,N,477
id1589627,2,1/10/2016 10:48,1/10/2016 10:58,1,-73.97572327,40.78926849,-73.95522308,40.77349091,N,587
id2750346,2,1/26/2016 19:42,1/26/2016 19:52,1,-73.98982239,40.7336998,-73.97966766,40.74810791,N,591
id0654528,1,1/15/2016 13:18,1/15/2016 13:31,1,-73.96659851,40.76477814,-73.96528625,40.79092026,N,761
id1573916,2,1/31/2016 19:15,1/31/2016 19:23,1,-73.98654938,40.77695847,-73.96424866,40.80226135,N,472
id0058962,1,1/8/2016 18:51,1/8/2016 19:03,1,-73.99170685,40.73518753,-73.97671509,40.73937225,N,725
id3891160,1,6/15/2016 18:03,6/15/2016 18:10,1,-73.98545074,40.74172592,-73.97871399,40.75104523,N,429
id3946569,2,1/7/2016 12:45,1/7/2016 12:47,1,-73.99757385,40.74139786,-74.00023651,40.73774338,N,114
id1271427,1,6/26/2016 13:52,6/26/2016 13:52,1,-73.95153809,40.78115463,-73.95153046,40.78115463,N,20
id3967741,1,1/9/2016 3:32,1/9/2016 3:43,1,-73.99980927,40.71490479,-73.9862442,40.71880341,N,676
id2542624,1,1/16/2016 18:49,1/16/2016 18:54,1,-73.99979401,40.72045517,-74.01102448,40.71338272,N,296
id2525213,2,6/20/2016 1:20,6/20/2016 1:22,3,-73.95735931,40.76599884,-73.94902039,40.77720642,N,137
id1028122,1,6/2/2016 11:24,6/2/2016 11:40,1,-73.97041321,40.79637909,-73.93876648,40.79969788,N,944
id3933936,1,1/20/2016 14:26,1/20/2016 14:58,1,-73.87310028,40.77413559,-73.98310852,40.72681808,N,1900
id1361530,1,6/29/2016 22:58,6/29/2016 23:03,1,-74.00257874,40.74945831,-74.00540161,40.73957443,N,272
id2914089,2,1/12/2016 10:46,1/12/2016 10:59,1,-73.96803284,40.80215836,-73.95274353,40.79206085,N,771
id1663072,2,1/12/2016 10:03,1/12/2016 10:12,1,-74.00753021,40.72764969,-74.00183868,40.75102615,N,577
id3122708,2,6/2/2016 13:17,6/2/2016 13:32,1,-73.98027802,40.76535034,-74.00180817,40.76182938,N,895
id2332883,1,6/6/2016 19:11,6/6/2016 19:23,1,-73.99455261,40.74620438,-73.97800446,40.72939682,N,740
id1308852,2,1/16/2016 15:35,1/16/2016 15:47,1,-73.96937561,40.76388168,-73.98584747,40.7351532,N,732
id2744168,2,1/22/2016 10:13,1/22/2016 10:27,2,-73.97510529,40.75566864,-73.96150208,40.77389526,N,871
id1268565,2,1/1/2016 12:48,1/1/2016 12:54,1,-73.98452759,40.75915909,-73.99523926,40.75289154,N,384
id3988601,2,6/25/2016 21:01,6/25/2016 21:08,1,-74.0030899,40.72743988,-73.99201202,40.72388077,N,401
id2342413,2,6/3/2016 21:07,6/3/2016 21:23,1,-73.97783661,40.75216293,-74.00737762,40.74006653,N,946
id1499731,2,1/15/2016 14:55,1/15/2016 15:28,1,-73.86358643,40.76932526,-73.94369507,40.74668503,N,1985
id3630597,1,6/26/2016 11:55,6/26/2016 11:59,1,-73.9801178,40.74614334,-73.98149109,40.74689102,N,250
id2084023,2,1/14/2016 8:14,1/14/2016 8:19,1,-73.96018982,40.76633072,-73.971138,40.76108551,N,324
id1693416,2,1/12/2016 22:57,1/12/2016 23:33,1,-73.97932434,40.72763062,-74.07402802,40.64022446,N,2153
id2466756,1,1/10/2016 21:47,1/10/2016 22:04,1,-73.88532257,40.77308655,-73.98505402,40.75981522,N,1011
id3725414,1,6/25/2016 2:32,6/25/2016 2:38,1,-74.00276947,40.73376846,-73.98574829,40.72757721,N,402
id3432094,2,6/23/2016 13:52,6/23/2016 13:58,2,-73.9911499,40.7238121,-73.99251556,40.72851563,N,302
id1470076,1,6/5/2016 11:30,6/5/2016 11:36,1,-73.96147156,40.76031113,-73.94541931,40.78020859,N,386
id0100501,1,1/14/2016 1:34,1/14/2016 1:50,1,-73.98734283,40.728405,-73.91766357,40.76086044,N,978
id3103828,2,6/20/2016 8:18,6/20/2016 8:26,1,-73.95585632,40.78193283,-73.95117188,40.77027893,N,461
id2421965,2,6/26/2016 13:53,6/26/2016 14:04,6,-73.97746277,40.77858353,-73.96790314,40.80064011,N,647
id1741921,1,6/30/2016 18:30,6/30/2016 19:10,1,-73.99906158,40.67506027,-73.98279572,40.74529266,N,2427
id2008482,2,1/30/2016 18:59,1/30/2016 19:02,6,-73.96561432,40.80580139,-73.96950531,40.80046844,N,155
id3643300,2,1/6/2016 6:46,1/6/2016 6:58,1,-73.98854065,40.7741394,-73.96955872,40.80015945,N,676
id3804145,1,1/9/2016 20:47,1/9/2016 21:31,2,-73.79005432,40.64387894,-73.97587585,40.78554153,N,2673
id2159358,1,6/5/2016 19:19,6/5/2016 19:40,1,-73.99224854,40.69444656,-73.96325684,40.71671677,N,1222
id2659776,2,1/11/2016 7:51,1/11/2016 8:14,5,-74.01560211,40.70950699,-73.96935272,40.76065826,N,1334
id1700819,2,1/8/2016 19:01,1/8/2016 19:05,1,-73.95552063,40.77935028,-73.9492569,40.78205109,N,233
id0679987,1,6/4/2016 20:24,6/4/2016 21:03,1,-73.98000336,40.73913193,-73.9757843,40.6674118,N,2312
id3557013,2,6/23/2016 12:00,6/23/2016 12:08,5,-73.97761536,40.76340866,-73.97268677,40.78062057,N,487
id1347595,2,1/23/2016 1:53,1/23/2016 2:02,6,-73.97101593,40.7512207,-73.95257568,40.77252197,N,555
id0365565,1,1/31/2016 0:34,1/31/2016 0:51,3,-73.9911499,40.76081467,-73.98537445,40.73220444,N,1033
id0145134,1,1/2/2016 13:48,1/2/2016 14:06,1,-73.9556427,40.77961349,-73.99584198,40.74367142,N,1089
id2488850,2,1/6/2016 10:56,1/6/2016 10:58,1,-73.99333954,40.73609924,-73.99124146,40.73278046,N,152
id1867766,2,1/3/2016 14:40,1/3/2016 15:09,1,-73.9824295,40.76823044,-73.9941864,40.72272873,N,1724
id3879460,2,1/18/2016 22:28,1/18/2016 22:34,1,-73.99801636,40.73455048,-73.98551941,40.73886871,N,340
id0975144,2,1/20/2016 21:52,1/20/2016 22:09,1,-74.01480103,40.71567154,-73.98111725,40.76366806,N,994
id1723277,1,6/23/2016 4:43,6/23/2016 4:46,1,-73.9758606,40.74502563,-73.98760223,40.73761749,N,155
id3910455,2,1/11/2016 15:59,1/11/2016 16:11,1,-73.98251343,40.74856186,-74.00272369,40.74163055,N,715
id0709915,1,6/25/2016 17:41,6/25/2016 18:05,3,-73.94012451,40.75128555,-74.01108551,40.70162964,N,1407
id1937416,1,1/22/2016 18:37,1/22/2016 18:53,1,-73.98191833,40.77002335,-73.95315552,40.78581238,N,957
id3107922,1,6/19/2016 10:01,6/19/2016 10:10,3,-73.93883514,40.79971695,-73.95167542,40.80953979,N,508
id2898960,1,6/19/2016 19:11,6/19/2016 19:21,3,-74.0052948,40.72236633,-73.99539185,40.74987793,N,586
id0918617,2,6/26/2016 13:24,6/26/2016 13:34,1,-73.97254944,40.78096008,-73.95415497,40.77862549,N,631
id0560377,2,6/11/2016 10:15,6/11/2016 10:27,5,-73.98612213,40.73470306,-73.99427032,40.74617386,N,672
id2866799,2,6/18/2016 12:25,6/18/2016 12:36,2,-73.9781189,40.74908066,-73.98700714,40.74536133,N,671
id2449596,2,1/11/2016 8:23,1/11/2016 8:43,3,-74.0034256,40.72668839,-73.94080353,40.79413605,N,1228
id1850802,1,1/14/2016 10:26,1/14/2016 10:36,1,-73.9529953,40.78607559,-73.9626236,40.7747612,N,578
id0306908,1,1/12/2016 21:55,1/12/2016 22:03,1,-73.9866333,40.75959396,-73.98242188,40.74791336,N,486
id0855337,1,1/26/2016 12:14,1/26/2016 12:26,1,-73.96734619,40.75428009,-73.95250702,40.76603317,N,696
id1403054,2,1/9/2016 18:20,1/9/2016 18:27,1,-73.95481873,40.76530838,-73.97206116,40.74340057,N,406
id1260726,1,6/26/2016 23:42,6/26/2016 23:47,1,-73.96894836,40.75431061,-73.95366669,40.77090836,N,314
id1427023,1,1/9/2016 12:52,1/9/2016 13:05,1,-73.97674561,40.74373245,-73.9744339,40.76107788,N,748
id0276440,1,1/11/2016 11:37,1/11/2016 11:53,1,-73.98721313,40.7416687,-73.97126007,40.76421738,N,969
id2827346,1,6/11/2016 22:40,6/11/2016 22:52,1,-73.98286438,40.72678757,-73.98331451,40.74247742,N,757
id1123645,1,1/20/2016 20:45,1/20/2016 20:55,2,-73.98699188,40.73878098,-73.97141266,40.74944305,N,604
id3472579,1,6/6/2016 11:21,6/6/2016 11:29,1,-73.95561981,40.77692413,-73.96710968,40.76681519,N,475
id1777618,2,6/24/2016 20:39,6/24/2016 20:48,2,-74.00441742,40.72451401,-73.99330902,40.74178696,N,521
id2105029,2,1/11/2016 16:20,1/11/2016 16:26,5,-73.94978333,40.76857376,-73.96165466,40.77280045,N,334
id3632390,2,6/8/2016 8:54,6/9/2016 7:58,5,-73.9805603,40.74246597,-73.98471832,40.74861145,N,83016
id3518457,2,6/7/2016 8:47,6/7/2016 8:59,1,-73.95737457,40.78202438,-73.96079254,40.77152634,N,696
id0730845,1,6/24/2016 6:20,6/24/2016 6:24,1,-73.98011017,40.74918365,-73.97605896,40.75735855,N,208
id3748092,2,1/23/2016 0:59,1/23/2016 1:06,5,-73.97317505,40.76389313,-73.98603821,40.7611351,N,410
id3171505,2,6/2/2016 3:26,6/2/2016 3:30,1,-73.99790192,40.72426987,-74.00414276,40.73806,N,282
id1840873,1,1/13/2016 14:39,1/13/2016 14:47,1,-73.98535156,40.74485016,-73.99187469,40.74915314,N,482
id0843668,1,6/28/2016 1:18,6/28/2016 1:26,1,-73.98110962,40.72099304,-73.98062134,40.74189377,N,469
id1897763,2,6/5/2016 17:39,6/5/2016 17:51,5,-73.98657227,40.75842285,-73.99495697,40.75027084,N,712
id2900293,2,1/19/2016 1:13,1/19/2016 1:18,2,-73.98493958,40.75362015,-73.96539307,40.76071167,N,286
id3980571,1,1/29/2016 17:03,1/29/2016 17:21,1,-74.00582886,40.70605469,-74.00824738,40.74214935,N,1064
id1807697,1,6/22/2016 19:44,6/22/2016 20:06,3,-73.97396088,40.75588608,-73.94487762,40.80876541,N,1317
id0560417,1,6/15/2016 12:10,6/15/2016 12:23,1,-73.98775482,40.74381256,-74.00131989,40.73146057,N,806
id1990231,1,1/27/2016 19:57,1/27/2016 20:00,1,-73.97737122,40.75074387,-73.98100281,40.74464417,N,163
id0297157,2,1/3/2016 3:31,1/3/2016 3:34,2,-73.99143219,40.72697067,-73.98815918,40.72896957,N,183
id3928902,1,1/8/2016 12:41,1/8/2016 12:52,1,-73.97621155,40.77607346,-73.97476196,40.76199341,N,697
